Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2021-10-20,22-231,WAS,@,TOR,W (+15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1,2021-10-22,22-233,WAS,,IND,W (+1),0,10:01,1,2,.500,0,1,.000,0,0,,0,1,1,1,1,0,1,2,2,1.2,+8
3,2,2021-10-25,22-236,WAS,@,BRK,L (-14),0,4:30,1,1,1.000,0,0,,0,0,,1,0,1,0,0,1,0,0,2,3.1,+2
4,3,2021-10-27,22-238,WAS,@,BOS,W (+9),0,12:28,0,1,.000,0,1,.000,2,2,1.000,0,2,2,2,1,0,1,0,2,3.3,+9
5,4,2021-10-28,22-239,WAS,,ATL,W (+11),0,9:05,0,2,.000,0,1,.000,0,0,,2,1,3,1,0,1,0,1,0,1.3,+5
6,5,2021-10-30,22-241,WAS,,BOS,W (+3),0,3:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-1
7,6,2021-11-01,22-243,WAS,@,ATL,L (-7),0,11:21,2,3,.667,1,2,.500,0,0,,0,2,2,0,1,0,0,0,5,5.3,+12
8,7,2021-11-03,22-245,WAS,,TOR,L (-9),0,15:40,1,3,.333,1,3,.333,1,2,.500,0,2,2,0,0,1,0,1,4,2.8,0
9,8,2021-11-05,22-247,WAS,,MEM,W (+28),0,16:40,1,3,.333,0,2,.000,0,0,,0,4,4,3,0,0,0,0,2,3.6,+6
10,9,2021-11-07,22-249,WAS,,MIL,W (+7),0,11:46,2,5,.400,1,3,.333,0,0,,0,0,0,0,0,0,1,0,5,1.3,-4
11,10,2021-11-10,22-252,WAS,@,CLE,W (+3),0,14:26,4,7,.571,1,3,.333,0,0,,1,3,4,0,0,0,0,1,9,6.9,+10
12,11,2021-11-13,22-255,WAS,@,ORL,W (+12),0,15:43,0,3,.000,0,2,.000,0,0,,1,1,2,2,0,0,0,0,0,0.3,+16
