Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1979-10-24,22-150,HOU,,BOS,L (-1),0,16:00,5,7,0.714,0,0.0,,0,1,0.0,0.0,1.0,1,3,1.0,0.0,3.0,2,10,6.3,
2,2,1979-10-28,22-154,HOU,@,NJN,L (-5),0,14:00,2,6,0.333,0,,,2,2,1.0,0.0,0.0,0,3,3.0,0.0,,2,6,,
3,3,1979-10-30,22-156,HOU,@,CLE,L (-12),0,19:00,4,7,0.571,0,0.0,,5,5,1.0,2.0,0.0,2,4,4.0,1.0,7.0,3,13,10.4,
4,4,1979-10-31,22-157,HOU,@,IND,L (-4),0,22:00,4,9,0.444,0,0.0,,1,2,0.5,,,1,3,3.0,,,3,9,,
5,5,1979-11-03,22-160,HOU,@,DET,W (+3),0,10:00,1,5,0.2,0,0.0,,0,0,,0.0,0.0,0,1,0.0,1.0,,1,2,,
6,6,1979-11-07,22-164,HOU,,NJN,W (+5),0,5:00,1,1,1.0,0,,,0,1,0.0,,,2,1,0.0,0.0,,1,2,,
7,7,1979-11-10,22-167,HOU,,DET,W (+8),0,24:00,5,12,0.417,0,,,3,3,1.0,,,1,6,1.0,0.0,,2,13,,
8,8,1979-11-13,22-170,HOU,@,CHI,W (+1),0,19:00,2,2,1.0,0,0.0,,3,3,1.0,1.0,0.0,1,2,0.0,0.0,3.0,5,7,3.5,
9,9,1979-11-14,22-171,HOU,,GSW,W (+41),0,24:00,4,9,0.444,0,0.0,,3,5,0.6,2.0,3.0,5,0,2.0,0.0,2.0,2,11,7.0,
10,10,1979-11-16,22-173,HOU,,NYK,W (+3),0,18:00,6,10,0.6,0,,,4,5,0.8,,,5,4,3.0,0.0,,5,16,,
11,11,1979-11-17,22-174,HOU,@,ATL,W (+2),0,28:00,2,7,0.286,0,,,4,6,0.667,,,2,5,0.0,0.0,,3,8,,
12,12,1979-11-20,22-177,HOU,@,NYK,L (-5),0,28:00,6,12,0.5,0,,,1,1,1.0,,,2,3,5.0,0.0,,3,13,,
13,13,1979-11-21,22-178,HOU,,PHI,W (+3),0,19:00,2,4,0.5,0,,,3,4,0.75,,,2,4,1.0,0.0,,1,7,,
14,14,1979-11-23,22-180,HOU,@,PHI,L (-11),0,17:00,4,5,0.8,0,0.0,,0,0,,0.0,0.0,0,3,,0.0,,2,8,,
15,15,1979-11-24,22-181,HOU,,WSB,L (-2),0,26:00,2,8,0.25,0,,,2,2,1.0,0.0,0.0,0,8,,0.0,,3,6,,
16,16,1979-11-27,22-184,HOU,@,KCK,L (-2),0,31:00,4,10,0.4,0,,,2,3,0.667,,,2,2,0.0,0.0,,4,10,,
17,17,1979-11-28,22-185,HOU,,CLE,W (+2),1,43:00,9,14,0.643,0,0.0,,3,3,1.0,1.0,4.0,5,6,5.0,3.0,5.0,3,21,21.8,
18,18,1979-11-30,22-187,HOU,,ATL,W (+11),1,36:00,5,6,0.833,0,0.0,,1,4,0.25,,,3,6,4.0,1.0,3.0,4,11,,
19,19,1979-12-01,22-188,HOU,,POR,W (+8),1,43:00,7,8,0.875,0,0.0,,2,3,0.667,1.0,4.0,5,7,5.0,0.0,1.0,3,16,22.4,
20,20,1979-12-05,22-192,HOU,,LAL,L (-2),1,31:00,3,6,0.5,0,0.0,,0,0,,1.0,2.0,3,7,1.0,0.0,2.0,5,6,6.2,
21,21,1979-12-07,22-194,HOU,,DET,W (+15),1,25:00,1,4,0.25,0,,,2,2,1.0,,,1,6,0.0,0.0,,4,4,,
22,22,1979-12-08,22-195,HOU,@,SAS,L (-9),1,25:00,5,6,0.833,0,0.0,,0,0,,0.0,0.0,0,5,1.0,1.0,3.0,2,10,9.2,
23,23,1979-12-12,22-199,HOU,@,SDC,W (+11),1,26:00,3,5,0.6,0,0.0,,1,1,1.0,,,1,9,1.0,0.0,2.0,3,7,,
24,24,1979-12-13,22-200,HOU,@,PHO,L (-8),1,36:00,6,11,0.545,1,3.0,0.333,3,3,1.0,0.0,2.0,2,6,3.0,0.0,6.0,4,16,10.9,
25,25,1979-12-14,22-201,HOU,@,SEA,L (-8),1,37:00,2,9,0.222,0,1.0,0.0,2,2,1.0,0.0,4.0,4,8,0.0,0.0,3.0,3,6,3.1,
26,26,1979-12-16,22-203,HOU,@,POR,L (-22),1,22:00,3,7,0.429,0,0.0,,0,0,,0.0,0.0,0,2,0.0,0.0,2.0,0,6,1.7,
27,27,1979-12-19,22-206,HOU,,CHI,L (-6),1,24:00,5,8,0.625,0,0.0,,4,4,1.0,0.0,0.0,0,5,0.0,0.0,0.0,3,14,12.7,
28,28,1979-12-21,22-208,HOU,@,PHI,L (-11),0,4:00,1,2,0.5,0,0.0,,1,2,0.5,0.0,0.0,0,1,0.0,0.0,,1,3,,
29,29,1979-12-22,22-209,HOU,@,WSB,L (-8),0,17:00,3,10,0.3,0,0.0,,3,4,0.75,,,3,5,0.0,1.0,,1,9,,
30,30,1979-12-26,22-213,HOU,,SAS,W (+33),0,8:00,1,3,0.333,0,0.0,,0,0,,,,1,4,0.0,0.0,2.0,1,2,,
31,31,1979-12-27,22-214,HOU,@,ATL,L (-2),0,28:00,0,6,0.0,0,0.0,,7,8,0.875,,,2,7,,0.0,1.0,0,7,,
32,32,1979-12-29,22-216,HOU,,PHI,W (+4),0,21:00,3,3,1.0,0,,,0,0,,,,2,2,2.0,0.0,1.0,1,6,,
33,33,1980-01-02,22-220,HOU,,BOS,L (-8),0,25:00,9,11,0.818,0,0.0,,2,2,1.0,0.0,2.0,2,4,1.0,1.0,3.0,5,20,16.0,
