Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2015-01-07,23-029,NYK,@,WAS,L (-10),0,17:25,2,8,.250,1,2,.500,2,2,1.000,0,2,2,3,1,0,0,1,7,5.5,+1
2,2,2015-01-08,23-030,NYK,,HOU,L (-24),0,30:31,6,10,.600,3,4,.750,4,6,.667,1,3,4,3,1,0,2,4,19,14.7,+2
3,3,2015-01-10,23-032,NYK,,CHO,L (-28),0,20:20,3,9,.333,0,2,.000,2,2,1.000,0,1,1,2,2,0,0,4,8,5.0,0
4,4,2015-01-15,23-037,NYK,@,MIL,L (-16),0,28:20,2,9,.222,1,7,.143,0,0,,0,1,1,4,1,0,4,3,5,-1.6,-6
5,5,2015-01-19,23-041,NYK,,NOP,W (+7),1,30:44,8,14,.571,3,6,.500,2,2,1.000,2,3,5,3,0,0,2,3,21,15.6,+3
6,6,2015-01-21,23-043,NYK,@,PHI,W (+7),1,34:02,5,11,.455,1,2,.500,0,1,.000,2,5,7,4,2,1,0,4,11,11.7,+4
7,7,2015-01-23,23-045,NYK,,ORL,W (+7),1,30:47,5,10,.500,2,6,.333,3,4,.750,3,5,8,3,1,0,0,0,15,16.3,+3
8,8,2015-01-24,23-046,NYK,@,CHO,L (-5),1,32:07,5,13,.385,1,2,.500,0,0,,1,4,5,2,1,0,2,3,11,5.0,-5
9,9,2015-01-28,23-050,NYK,,OKC,W (+8),1,36:46,7,15,.467,3,7,.429,1,2,.500,0,4,4,4,3,0,1,2,18,15.1,+11
10,10,2015-01-29,23-051,NYK,@,IND,L (-21),1,34:54,2,10,.200,0,3,.000,0,0,,0,2,2,2,0,0,0,4,4,-1.8,-18
11,11,2015-02-01,23-054,NYK,,LAL,W (+12),1,29:42,4,11,.364,2,4,.500,3,3,1.000,0,5,5,2,0,1,1,3,13,8.3,+16
12,12,2015-02-03,23-056,NYK,,BOS,L (-11),1,29:32,2,8,.250,0,5,.000,0,0,,3,2,5,5,0,1,1,3,4,3.9,-8
13,13,2015-02-06,23-059,NYK,@,BRK,L (-4),1,36:01,4,11,.364,1,7,.143,0,1,.000,3,8,11,4,1,0,0,3,9,9.6,-4
14,14,2015-02-07,23-060,NYK,,GSW,L (-14),1,35:35,5,19,.263,3,7,.429,2,3,.667,1,3,4,3,2,0,1,3,15,6.8,+2
15,15,2015-02-09,23-062,NYK,@,MIA,L (-14),1,24:39,4,11,.364,1,3,.333,1,1,1.000,2,7,9,1,0,1,0,3,10,7.6,+13
16,16,2015-02-11,23-064,NYK,@,ORL,L (-6),1,23:32,1,6,.167,0,0,,6,6,1.000,0,2,2,3,0,0,0,5,8,4.9,-9
17,17,2015-02-20,23-073,NYK,,MIA,L (-24),1,36:31,7,14,.500,3,5,.600,2,4,.500,1,2,3,4,2,1,3,3,19,13.8,-15
18,18,2015-02-22,23-075,NYK,,CLE,L (-18),1,38:12,5,14,.357,1,3,.333,2,2,1.000,2,4,6,5,1,0,1,3,13,10.1,-17
19,19,2015-02-25,23-078,NYK,@,BOS,L (-21),1,39:14,6,13,.462,1,5,.200,1,2,.500,1,2,3,0,1,1,2,1,14,7.5,-15
20,20,2015-02-27,23-080,NYK,@,DET,W (+6),1,34:17,3,9,.333,1,3,.333,5,5,1.000,1,5,6,5,2,1,2,6,12,10.9,+1
21,21,2015-02-28,23-081,NYK,,TOR,W (+5),1,26:12,2,5,.400,2,3,.667,0,0,,3,5,8,1,2,0,1,2,6,7.8,+1
22,22,2015-03-03,23-084,NYK,,SAC,L (-38),1,23:02,2,8,.250,0,2,.000,2,2,1.000,1,1,2,1,1,0,0,3,6,2.7,-40
23,23,2015-03-04,23-085,NYK,@,IND,L (-23),1,31:18,5,12,.417,1,3,.333,0,0,,0,6,6,0,0,0,1,0,11,5.4,-20
24,24,2015-03-07,23-088,NYK,,IND,L (-6),1,26:07,1,2,.500,1,1,1.000,2,4,.500,1,5,6,4,1,0,1,4,5,6.6,+2
25,25,2015-03-09,23-090,NYK,@,DEN,L (-28),1,31:06,7,9,.778,0,0,,0,1,.000,0,3,3,4,0,1,2,4,14,10.9,-21
26,26,2015-03-10,23-091,NYK,@,UTA,L (-5),1,28:46,2,10,.200,0,2,.000,0,0,,0,0,0,4,0,0,3,4,4,-4.0,-2
27,27,2015-03-12,23-093,NYK,@,LAL,W (+7),1,25:34,5,7,.714,2,3,.667,0,0,,1,1,2,4,2,1,3,2,12,11.8,+3
28,28,2015-03-14,23-095,NYK,@,GSW,L (-31),1,28:34,4,7,.571,2,4,.500,0,0,,0,3,3,2,2,0,0,1,10,10.6,-32
29,29,2015-03-15,23-096,NYK,@,PHO,L (-13),1,26:20,2,7,.286,1,3,.333,2,2,1.000,0,2,2,4,0,0,2,5,7,2.3,-3
30,30,2015-03-17,23-098,NYK,,SAS,W (+4),1,47:36,10,18,.556,2,5,.400,0,0,,0,4,4,4,1,0,2,2,22,15.6,+6
31,31,2015-03-19,23-100,NYK,,MIN,L (-3),1,40:59,9,20,.450,3,8,.375,0,0,,1,6,7,3,2,0,1,3,21,15.0,-4
32,32,2015-03-20,23-101,NYK,@,PHI,L (-16),1,33:19,1,8,.125,0,1,.000,0,0,,0,2,2,3,1,0,4,1,2,-3.9,-19
33,33,2015-03-22,23-103,NYK,@,TOR,L (-17),1,38:23,4,14,.286,1,6,.167,0,0,,0,2,2,7,2,0,1,2,9,6.5,-13
34,34,2015-03-23,23-104,NYK,,MEM,L (-21),1,42:59,7,16,.438,2,5,.400,3,4,.750,1,6,7,5,1,0,1,2,19,15.4,-15
35,35,2015-03-25,23-106,NYK,,LAC,L (-31),1,40:11,5,13,.385,0,3,.000,1,1,1.000,0,2,2,3,1,0,3,1,11,4.2,-26
36,36,2015-03-27,23-108,NYK,,BOS,L (-4),1,31:58,3,11,.273,2,6,.333,4,4,1.000,0,3,3,6,3,0,1,5,12,10.6,+8
37,37,2015-03-28,23-109,NYK,@,CHI,L (-31),1,36:04,5,14,.357,1,4,.250,1,2,.500,1,4,5,2,0,0,0,3,12,5.9,-28
38,38,2015-04-01,23-113,NYK,,BRK,L (-2),1,31:34,5,12,.417,2,6,.333,1,1,1.000,1,4,5,4,3,0,1,2,13,12.5,-1
39,39,2015-04-03,23-115,NYK,@,WAS,L (-14),1,41:37,5,15,.333,2,6,.333,0,0,,2,1,3,3,2,1,2,2,12,7.2,-24
